code,name,name_normalized,sector_slug
27121049,Ingenieros Técnicos en Informática de Gestión,ingenieros tecnicos en informatica de gestion,tech
27131015,Diseñadores de Páginas Web,disenadores de paginas web,tech
27131024,Analistas-Programadores Web y Multimedia,analistas-programadores web y multimedia,tech
27191013,Auditores-Asesores Informáticos,auditores-asesores informaticos,tech
27191022,"Ingenieros Técnicos en Informática, en General","ingenieros tecnicos en informatica, en general",tech
27211018,Administradores de Sistemas de Redes,administradores de sistemas de redes,tech
27211027,Administradores de Bases de Datos,administradores de bases de datos,tech
27221011,"Técnicos Superiores en Instalación, Mantenimiento y Reparación de Equipos Informáticos","tecnicos superiores en instalacion, mantenimiento y reparacion de equipos informaticos",tech
27231014,Analistas y Desarrolladores de Redes Informáticas,analistas y desarrolladores de redes informaticas,tech
27291012,Especialistas en Bases de Datos y en Redes Informáticas No Clasificados Bajo Otros Epígrafes,especialistas en bases de datos y en redes informaticas no clasificados bajo otros epigrafes,tech
28101019,Economistas,economistas,educacion
28211011,Antropólogos,antropologos,educacion
28211020,Arqueólogos,arqueologos,educacion
28211039,Geógrafos,geografos,educacion
28211048,"Sociólogos, en General","sociologos, en general",educacion
28211057,Criminólogos,criminologos,educacion
28221014,Filósofos,filosofos,educacion
28221023,Historiadores,historiadores,educacion
28221032,Técnicos Superiores en Ciencias Políticas y de la Administración,tecnicos superiores en ciencias politicas y de la administracion,educacion
28231017,Psicólogos Industriales,psicologos industriales,educacion
28231026,Psicólogos Pedagógicos,psicologos pedagogicos,educacion
28231035,"Psicólogos, en General","psicologos, en general",educacion
28231044,Psicopedagogos,psicopedagogos,educacion
28231053,Psicoterapeutas,psicoterapeutas,educacion
28231062,Musicoterapeutas,musicoterapeutas,educacion
28241010,"Agentes de Igualdad de Oportunidades, en General","agentes de igualdad de oportunidades, en general",educacion
28241029,Educadores de Calle,educadores de calle,educacion
28241038,Educadores de Familia,educadores de familia,educacion
28241047,Educadores de Menores,educadores de menores,educacion
28241056,Educadores Sociales,educadores sociales,educacion
28241065,Trabajadores Sociales ,trabajadores sociales,educacion
28241074,Mediadores Familiares,mediadores familiares,educacion
28251013,Agentes de Igualdad de Oportunidades Entre Mujeres y Hombres,agentes de igualdad de oportunidades entre mujeres y hombres,educacion
28301017,Sacerdotes de las Distintas Religiones,sacerdotes de las distintas religiones,educacion
29111015,Archiveros,archiveros,eventos
29111024,Conservadores de Museo y Galerías de Arte,conservadores de museo y galerias de arte,eventos
29121018,Bibliotecarios,bibliotecarios,eventos
29121027,Documentalistas,documentalistas,eventos
29211014,Adaptadores de Diálogos de Doblaje,adaptadores de dialogos de doblaje,eventos
29211023,Coordinadores de Editorial,coordinadores de editorial,eventos
29211032,Correctores de Estilo,correctores de estilo,eventos
29211041,"Escritores, en General","escritores, en general",eventos
29211050,"Escritores/Adaptadores de Guiones de Cine, Radio y Televisión","escritores/adaptadores de guiones de cine, radio y television",eventos
29211069,Lectores y/o Preparadores de Originales en Editorial,lectores y/o preparadores de originales en editorial,eventos
29221017,Asesores y/o Críticos Literarios,asesores y/o criticos literarios,eventos
29221026,"Críticos de Arte, Medios de Comunicación y Espectáculos","criticos de arte, medios de comunicacion y espectaculos",eventos
29221035,Montadores de Programas,montadores de programas,eventos
29221044,Periodistas,periodistas,eventos
29221053,"Redactores de Prensa, Radio y Televisión","redactores de prensa, radio y television",eventos
29221062,Redactores-Correctores de Editorial,redactores-correctores de editorial,eventos
29221071,Secretarios de Redacción,secretarios de redaccion,eventos
29231010,Filólogos,filologos,eventos
29231029,Grafólogos,grafologos,eventos
29231038,Intérpretes de la Lengua de Signos,interpretes de la lengua de signos,eventos
29231047,"Intérpretes, en General","interpretes, en general",eventos
29231056,Lingüistas,linguistas,eventos
29231065,"Traductores, en General","traductores, en general",eventos
29231074,Traductores-Intérpretes,traductores-interpretes,eventos
29231083,Guías-Intérpretes de Personas Sordociegas,guias-interpretes de personas sordociegas,eventos
29311013,Artistas Falleros,artistas falleros,eventos
29311022,Artistas Pintores,artistas pintores,eventos
29311031,Artistas Serígrafos,artistas serigrafos,eventos
29311040,Creativos de Historietas y/o Dibujos Animados,creativos de historietas y/o dibujos animados,eventos
29311059,"Dibujantes, en General (Excepto Dibujantes Técnicos)","dibujantes, en general (excepto dibujantes tecnicos)",eventos
29311068,Escultores,escultores,eventos
29311077,"Grabadores Artísticos, en General","grabadores artisticos, en general",eventos
29311086,"Joyeros Artísticos, Obras Arte","joyeros artisticos, obras arte",eventos
29311095,"Restauradores de Obras de Arte, Arqueología","restauradores de obras de arte, arqueologia",eventos
29311107,"Restauradores de Obras de Arte, Documentos Gráficos","restauradores de obras de arte, documentos graficos",eventos
29311116,"Restauradores de Obras de Arte, en General","restauradores de obras de arte, en general",eventos
29311125,"Restauradores de Obras de Arte, Escultura","restauradores de obras de arte, escultura",eventos
29311134,"Restauradores de Obras de Arte, Madera y Muebles Antiguos","restauradores de obras de arte, madera y muebles antiguos",eventos
29311143,"Restauradores de Obras de Arte, Pintura","restauradores de obras de arte, pintura",eventos
29311152,"Restauradores de Obras de Arte, Textil","restauradores de obras de arte, textil",eventos
29321016,"Asesores Musicales, Radiodifusión","asesores musicales, radiodifusion",eventos
29321025,Bajos,bajos,eventos
29321034,Barítonos,baritonos,eventos
29321043,Cantantes de Salas de Fiestas o Similares,cantantes de salas de fiestas o similares,eventos
29321052,Cantaores (Flamenco),cantaores (flamenco),eventos
29321061,Compositores,compositores,eventos
29321070,Contraltos,contraltos,eventos
29321089,Contratenores,contratenores,eventos
29321098,Directores de Coros y Orfeones,directores de coros y orfeones,eventos
29321100,Directores de Orquesta de Baile,directores de orquesta de baile,eventos
29321119,Directores de Orquesta o Banda de Música,directores de orquesta o banda de musica,eventos
29321128,Directores Musicales,directores musicales,eventos
29321137,Mezzosopranos,mezzosopranos,eventos
29321146,Músicos de Sala de Fiestas o Similares,musicos de sala de fiestas o similares,eventos
29321155,"Músicos Instrumentistas, en General","musicos instrumentistas, en general",eventos
29321164,Sopranos,sopranos,eventos
29321173,Tenores,tenores,eventos
29331019,Bailarines (Baile de Sala),bailarines (baile de sala),eventos
29331028,Bailarines (Baile Español),bailarines (baile espanol),eventos
29331037,Bailarines de Ballet Clásico,bailarines de ballet clasico,eventos
29331046,Bailarines de Salas de Fiestas y Similares,bailarines de salas de fiestas y similares,eventos
29331055,Coreógrafos/Directores Artístico de Baile,coreografos/directores artistico de baile,eventos
29341012,Ayudantes de Dirección de Cine,ayudantes de direccion de cine,eventos
29341021,Ayudantes de Realización de Espectáculos,ayudantes de realizacion de espectaculos,eventos
29341030,Directores de Doblaje (Películas),directores de doblaje (peliculas),eventos
29341049,Directores de Fotografía (Películas),directores de fotografia (peliculas),eventos
29341058,Directores de Montaje (Películas en Rodaje),directores de montaje (peliculas en rodaje),eventos
29341067,Directores de Representaciones en Radio y Televisión.,directores de representaciones en radio y television.,eventos
29341076,Directores de Sonido (Películas),directores de sonido (peliculas),eventos
29341085,Directores Teatrales y/o de Escena,directores teatrales y/o de escena,eventos
29341094,Directores-Realizadores de Cine,directores-realizadores de cine,eventos
29341106,"Productores de Radio, Cine, Televisión, Teatro y/o Espectáculos","productores de radio, cine, television, teatro y/o espectaculos",eventos
29341115,Realizadores de Espectáculos,realizadores de espectaculos,eventos
29341124,Secretarios de Rodaje (Script),secretarios de rodaje (script),eventos
29351015,Actores de Doblaje,actores de doblaje,eventos
29351024,"Actores, Especialista de Cine en Escenas Peligrosas","actores, especialista de cine en escenas peligrosas",eventos
29351033,Actores,actores,eventos
29351042,Extras de Cine (Figuración),extras de cine (figuracion),eventos
29361018,Apuntadores,apuntadores,eventos
29361027,Disc-Jockeys de Radio,disc-jockeys de radio,eventos
29361036,Locutores de Radio y Televisión,locutores de radio y television,eventos
29361045,Presentadores-Animadores de Espectáculos,presentadores-animadores de espectaculos,eventos
29371011,Artistas de Espectáculos Cómicos-Taurinos,artistas de espectaculos comicos-taurinos,eventos
29371020,Banderilleros,banderilleros,eventos
29371039,Mozos de Espadas,mozos de espadas,eventos
29371048,Novilleros,novilleros,eventos
29371057,Picadores de Toros,picadores de toros,eventos
29371066,Rejoneadores,rejoneadores,eventos
29371075,Toreros,toreros,eventos
29391017,Acróbatas,acrobatas,eventos
29391026,Artistas de Espectáculos Ecuestres,artistas de espectaculos ecuestres,eventos
29391035,Artistas de Marionetas y Guiñoles,artistas de marionetas y guinoles,eventos
29391044,Contorsionistas,contorsionistas,eventos
29391053,Domadores de Circo,domadores de circo,eventos
29391062,Equilibristas,equilibristas,eventos
29391071,Hipnotizadores,hipnotizadores,eventos
29391080,Humoristas,humoristas,eventos
29391099,Ilusionistas,ilusionistas,eventos
29391101,Jefes de Pista o Regidores de Circo,jefes de pista o regidores de circo,eventos
29391110,Malabaristas,malabaristas,eventos
29391129,Payasos,payasos,eventos
29391138,Prestidigitadores,prestidigitadores,eventos
29391147,Titiriteros,titiriteros,eventos
29391156,Transformistas,transformistas,eventos
29391165,Trapecistas,trapecistas,eventos
29391174,Ventrílocuos,ventrilocuos,eventos
31101013,Copistas y/o Calcadores de Diseños,copistas y/o calcadores de disenos,tech
31101024,"Delineantes, en General","delineantes, en general",tech
31101035,Diseñadores Técnicos Industriales,disenadores tecnicos industriales,tech
31211011,"Analistas de Aguas, en General","analistas de aguas, en general",tech
31211022,Técnicos en Ciencias Físicas,tecnicos en ciencias fisicas,tech
31211033,Técnicos en Ciencias Geológicas,tecnicos en ciencias geologicas,tech
31211044,Técnicos en Ciencias Químicas,tecnicos en ciencias quimicas,tech
31211055,Técnicos en Meteorología,tecnicos en meteorologia,tech
31221012,Auxiliares Técnicos de Obra,auxiliares tecnicos de obra,tech
31221021,Operadores de Sistemas de Distribución de Gas,operadores de sistemas de distribucion de gas,tech
31221030,Sobrestantes,sobrestantes,tech
31221041,Técnicos de Laboratorio de Obra,tecnicos de laboratorio de obra,tech
31221052,Técnicos de Mantenimiento de Bienes Culturales Inmuebles,tecnicos de mantenimiento de bienes culturales inmuebles,tech
31221063,Técnicos de Sistemas de Distribución de Gas,tecnicos de sistemas de distribucion de gas,tech
31221074,"Técnicos en Control y Vigilancia de Obras, en General","tecnicos en control y vigilancia de obras, en general",tech
31221085,Técnicos en Geotecnia (Construcción),tecnicos en geotecnia (construccion),tech
31221096,"Técnicos en Ingeniería Civil, en General","tecnicos en ingenieria civil, en general",tech
31221106,Técnicos en Inyecciones (Construcción),tecnicos en inyecciones (construccion),tech
31221115,Técnicos en Organización de Instalación y Mantenimiento de Edificios y Equipamientos Urbanos,tecnicos en organizacion de instalacion y mantenimiento de edificios y equipamientos urbanos,tech
31221124,"Técnicos en Prevención de Incendios, en General","tecnicos en prevencion de incendios, en general",tech
31221133,Técnicos en Sondeos (Construcción),tecnicos en sondeos (construccion),tech
31221142,Técnicos en Topografía,tecnicos en topografia,tech
31231015,Técnicos de Mantenimiento de Equipos Eléctricos,tecnicos de mantenimiento de equipos electricos,tech
31231024,Técnicos de Mantenimiento de Instalaciones Hoteleras,tecnicos de mantenimiento de instalaciones hoteleras,tech
31231033,Técnicos de Mantenimiento y Reparación de Aire Acondicionado y Fluidos,tecnicos de mantenimiento y reparacion de aire acondicionado y fluidos,tech
31231042,Técnicos en Diseño de Sistemas de Control Eléctrico,tecnicos en diseno de sistemas de control electrico,tech
31231051,Técnicos en Electricidad de Automoción,tecnicos en electricidad de automocion,tech
31231060,"Técnicos en Electricidad, en General","tecnicos en electricidad, en general",tech
31231071,Técnicos en Frío Industrial,tecnicos en frio industrial,tech
31231082,"Técnicos en Iluminación de Teatro, Cine y Televisión","tecnicos en iluminacion de teatro, cine y television",tech
31231093,Técnicos en Instalaciones y Líneas Eléctricas,tecnicos en instalaciones y lineas electricas,tech
31241027,Técnicos de Mantenimiento Electrónico,tecnicos de mantenimiento electronico,tech
31241036,Técnicos en Diseño de Circuitos y Sistemas Integrados,tecnicos en diseno de circuitos y sistemas integrados,tech
31241045,Técnicos en Electrónica de Equipos Informáticos,tecnicos en electronica de equipos informaticos,tech
31241054,Técnicos en Electrónica Digital,tecnicos en electronica digital,tech
31241063,Técnicos en Electrónica Industrial,tecnicos en electronica industrial,tech
31241072,"Técnicos en Electrónica, en General","tecnicos en electronica, en general",tech
31251011,"Técnicos en Electrónica, Especialidad en Electro Medicina","tecnicos en electronica, especialidad en electro medicina",tech
31261014,Técnicos de Mantenimiento de Equipos Electromecánicos,tecnicos de mantenimiento de equipos electromecanicos,tech
31261023,Técnicos de Mantenimiento de Transportes,tecnicos de mantenimiento de transportes,tech
31261032,Técnicos de Mantenimiento Mecánico,tecnicos de mantenimiento mecanico,tech
31261041,Técnicos en Diagnosis de Vehículos,tecnicos en diagnosis de vehiculos,tech
31261050,Técnicos en Mecánica Aeronáutica,tecnicos en mecanica aeronautica,tech
31261069,Técnicos en Mecánica de Automoción,tecnicos en mecanica de automocion,tech
31261078,Técnicos en Mecánica de Máquinas Herramientas,tecnicos en mecanica de maquinas herramientas,tech
31261087,Técnicos en Mecánica Naval,tecnicos en mecanica naval,tech
31261096,Técnicos en Prototipos Mecánicos,tecnicos en prototipos mecanicos,tech
31271017,Analistas de Laboratorio de Química Industrial,analistas de laboratorio de quimica industrial,tech
31271026,Técnicos de Fabricación Química,tecnicos de fabricacion quimica,tech
31271035,Técnicos de Laboratorio de Química Industrial,tecnicos de laboratorio de quimica industrial,tech
31271044,Técnicos de Planta de Tratamiento de Aguas Residuales,tecnicos de planta de tratamiento de aguas residuales,tech
31271053,Técnicos de Planta Química,tecnicos de planta quimica,tech
31271062,Técnicos en Plásticos y Caucho,tecnicos en plasticos y caucho,tech
31271071,Técnicos Papelero,tecnicos papelero,tech
31281010,Técnicos de Mantenimiento de Estructuras Metálicas,tecnicos de mantenimiento de estructuras metalicas,tech
31281029,Técnicos en Calderería,tecnicos en caldereria,tech
31281038,Técnicos en Extracción de Petróleo,tecnicos en extraccion de petroleo,tech
31281047,Técnicos en Matricería y Moldes,tecnicos en matriceria y moldes,tech
31281056,"Técnicos en Metalurgia, en General","tecnicos en metalurgia, en general",tech
31281065,"Técnicos en Minas, en General","tecnicos en minas, en general",tech
31281074,Técnicos en Procesos de Forja,tecnicos en procesos de forja,tech
31281083,Técnicos en Procesos de Fundición,tecnicos en procesos de fundicion,tech
31281092,Técnicos en Procesos de Fundición por Microfusión de Joyería y Bisutería,tecnicos en procesos de fundicion por microfusion de joyeria y bisuteria,tech
31281104,Técnicos en Procesos de Laminación,tecnicos en procesos de laminacion,tech
31281113,Técnicos en Procesos de Pulvimetalurgia,tecnicos en procesos de pulvimetalurgia,tech
31281122,Técnicos en Soldadura,tecnicos en soldadura,tech
31291013,Grafistas/Maquetistas,grafistas/maquetistas,tech
31291022,Infografistas de Prensa,infografistas de prensa,tech
31291031,Integradores Fotoreproducción (Preimpresión),integradores fotoreproduccion (preimpresion),tech
31291040,Otros Operadores de Equipos Ópticos y Electrónicos,otros operadores de equipos opticos y electronicos,tech
31291059,Preparadores de Imágenes (Preimpresión),preparadores de imagenes (preimpresion),tech
31291068,Preparadores de Textos (Preimpresión),preparadores de textos (preimpresion),tech
31291077,Técnicos de Laboratorio de Industrias Alimentarias,tecnicos de laboratorio de industrias alimentarias,tech
31291086,Técnicos Editores,tecnicos editores,tech
31291095,Técnicos en Autoedición y/o Sistemas de Edición Electrónica,tecnicos en autoedicion y/o sistemas de edicion electronica,tech
31291107,Técnicos en Composición y/o Fotocomposición (Industrias Gráficas),tecnicos en composicion y/o fotocomposicion (industrias graficas),tech
31291116,Técnicos en Confección Industrial,tecnicos en confeccion industrial,tech
31291125,Técnicos en Curtición,tecnicos en curticion,tech
31291134,Técnicos en Encuadernación (Industrias Gráficas),tecnicos en encuadernacion (industrias graficas),tech
31291143,Técnicos en Fabricación de Artículos de Piel y Cuero (Excepto Calzado),tecnicos en fabricacion de articulos de piel y cuero (excepto calzado),tech
31291152,Técnicos en Fabricación de Calzado,tecnicos en fabricacion de calzado,tech
31291161,Técnicos en Impresión Offset,tecnicos en impresion offset,tech
31291170,"Técnicos en Impresión, en General (Industrias Gráficas)","tecnicos en impresion, en general (industrias graficas)",tech
31291189,Técnicos en Medio Ambiente,tecnicos en medio ambiente,tech
31291198,Técnicos en Organización de Mantenimiento Industrial,tecnicos en organizacion de mantenimiento industrial,tech
31291200,Técnicos en Organización Industrial,tecnicos en organizacion industrial,tech
31291219,Técnicos en Post-Impresión/Manipulados,tecnicos en post-impresion/manipulados,tech
31291228,Técnicos en Preimpresión,tecnicos en preimpresion,tech
31291237,Técnicos en Procesos de Ennoblecimiento Textil,tecnicos en procesos de ennoblecimiento textil,tech
31291246,Técnicos en Producción Editorial,tecnicos en produccion editorial,tech
31291255,Técnicos en Reproducción Mecánica (Industrias Gráficas),tecnicos en reproduccion mecanica (industrias graficas),tech
31291264,"Técnicos Textil en Hilaturas, en General","tecnicos textil en hilaturas, en general",tech
31291273,"Técnicos Textil en Tejidos, en General","tecnicos textil en tejidos, en general",tech
31291282,Técnicos Textil en Telas No Tejidas,tecnicos textil en telas no tejidas,tech
31311012,Jefes de Equipo en Instalaciones para Producir y Distribuir Energía,jefes de equipo en instalaciones para producir y distribuir energia,tech
31311023,Operadores de Centros de Maniobra de Energía Eléctrica,operadores de centros de maniobra de energia electrica,tech
31311034,Operadores de Control de Central Termoeléctrica,operadores de control de central termoelectrica,tech
31311045,Operadores de Mantenimiento de Instrumentación y Control de Central Eléctrica,operadores de mantenimiento de instrumentacion y control de central electrica,tech
31311056,Operadores de Mantenimiento en Central Hidroeléctrica,operadores de mantenimiento en central hidroelectrica,tech
31311067,Operadores de Planta de Central Termoeléctrica,operadores de planta de central termoelectrica,tech
31311078,Operadores de Redes y Centros de Distribución de Energía Eléctrica,operadores de redes y centros de distribucion de energia electrica,tech
31311089,Operadores de Subestaciones Eléctricas,operadores de subestaciones electricas,tech
31311090,Operadores en Central Eólica,operadores en central eolica,tech
31311102,Operadores en Central Nuclear,operadores en central nuclear,tech
31311111,Operadores en Central Solar Fotovoltaica,operadores en central solar fotovoltaica,tech
31311120,Técnicos de Central Hidroeléctrica,tecnicos de central hidroelectrica,tech
31311131,Técnicos de Central Nuclear,tecnicos de central nuclear,tech
31311142,Técnicos de Sistemas de Energías Alternativas,tecnicos de sistemas de energias alternativas,tech
31311153,Técnicos en Planta de Producción Termoeléctrica Clásica,tecnicos en planta de produccion termoelectrica clasica,tech
31311164,Técnicos en Eficiencia Energética,tecnicos en eficiencia energetica,tech
31321011,Operadores de Equipos en Estación de Bombeo (Excepto Petróleo y Gas Natural),operadores de equipos en estacion de bombeo (excepto petroleo y gas natural),tech
31321020,Operadores de Mantenimiento en Planta de Captación de Agua,operadores de mantenimiento en planta de captacion de agua,tech
31321031,Operadores de Mantenimiento en Plantas de Incineración de Residuos,operadores de mantenimiento en plantas de incineracion de residuos,tech
31321042,"Operadores de Planta de Captación de Agua, en General","operadores de planta de captacion de agua, en general",tech
31321053,Operadores de Planta de Tratamiento de Aguas Residuales,operadores de planta de tratamiento de aguas residuales,tech
31321064,Operadores de Planta de Tratamiento de Residuos Sólidos Urbanos,operadores de planta de tratamiento de residuos solidos urbanos,tech
31321075,"Operadores de Planta de Tratamiento y Depuración de Agua, en General","operadores de planta de tratamiento y depuracion de agua, en general",tech
31321086,Operadores de Sistemas de Distribución de Agua,operadores de sistemas de distribucion de agua,tech
31321097,"Operadores Instalaciones de Tratamiento y Eliminación de Residuos (Excepto Radioactivos), en General","operadores instalaciones de tratamiento y eliminacion de residuos (excepto radioactivos), en general",tech
31321105,Técnicos de Planta de Captación y/o Tratamiento de Agua,tecnicos de planta de captacion y/o tratamiento de agua,tech
31321114,Técnicos de Sistemas de Distribución de Agua,tecnicos de sistemas de distribucion de agua,tech
31331014,Operadores de Cuadro de Control para Fabricar Productos Farmacéuticos o Cosméticos,operadores de cuadro de control para fabricar productos farmaceuticos o cosmeticos,tech
31341017,Operadores de Cuadro de Control para el Refino de Petróleo,operadores de cuadro de control para el refino de petroleo,tech
31341026,Operadores de Gaseoducto,operadores de gaseoducto,tech
31341035,"Operadores de Refinería de Petróleo y Gas Natural, en General","operadores de refineria de petroleo y gas natural, en general",tech
31341044,Técnicos de Planta de Producción de Gas,tecnicos de planta de produccion de gas,tech
31341053,Técnicos en Refino de Petróleo y Gas,tecnicos en refino de petroleo y gas,tech
31351010,Técnicos en Control de Procesos de Producción de Metales,tecnicos en control de procesos de produccion de metales,tech
31391012,Jefes de Equipo de Operadores de Robots Industriales,jefes de equipo de operadores de robots industriales,tech
31391021,"Operadores de Cadenas Automatizadas de Montaje, en General","operadores de cadenas automatizadas de montaje, en general",tech
31391030,Operadores de Instalaciones de Fabricación Informatizada,operadores de instalaciones de fabricacion informatizada,tech
31391076,"Operadores de Robots Industriales, en General","operadores de robots industriales, en general",tech
31391085,"Programadores de Máquinas con Control Numérico, en General","programadores de maquinas con control numerico, en general",tech
31391094,Programadores-Controladores de Robots Industriales,programadores-controladores de robots industriales,tech
31391106,Técnicos de Instrumentación y Control (Energía y Agua),tecnicos de instrumentacion y control (energia y agua),tech
31411013,Taxidermistas,taxidermistas,tech
31411024,Técnicos en Ciencias Biológicas,tecnicos en ciencias biologicas,tech
31411035,Técnicos en Reproducción Acuícola,tecnicos en reproduccion acuicola,tech
31421010,Asesores Agrícolas,asesores agricolas,tech
31421021,Demostradores de Prácticas Agrícolas,demostradores de practicas agricolas,tech
31421032,Técnicos Agropecuarios,tecnicos agropecuarios,tech
31421043,Técnicos en Agronomía,tecnicos en agronomia,tech
31421054,Técnicos en Flores y/o Jardinería,tecnicos en flores y/o jardineria,tech
31421065,Técnicos en Viticultura y Enotecnia,tecnicos en viticultura y enotecnia,tech
31431013,Asesores Forestales,asesores forestales,tech
31431022,Técnicos Forestal y/o Silvicultura,tecnicos forestal y/o silvicultura,tech
31511014,Frigoristas Navales,frigoristas navales,tech
31511025,Jefes de Máquinas de Buque Mercante,jefes de maquinas de buque mercante,tech
31511036,Maquinistas Navales,maquinistas navales,tech
31511047,Mecánicos de Litoral,mecanicos de litoral,tech
31511058,Mecánicos Navales,mecanicos navales,tech
31521011,Capitanes de Buques Mercantes,capitanes de buques mercantes,tech
31521022,Instructores de Navegación Marítima,instructores de navegacion maritima,tech
31521033,Patrones de Buques Mercantes,patrones de buques mercantes,tech
31521044,Pilotos de Buques Mercantes,pilotos de buques mercantes,tech
31521055,Primeros Oficiales de Puente de Buques Mercantes,primeros oficiales de puente de buques mercantes,tech
31521066,Sobrecargos de Buques,sobrecargos de buques,tech
31531012,Instructores de Navegación Aérea,instructores de navegacion aerea,tech
31531021,Mecánicos de Vuelo,mecanicos de vuelo,tech
31531030,Pilotos de Aviación,pilotos de aviacion,tech
31531041,Pilotos de Helicóptero,pilotos de helicoptero,tech
31531052,Radionavegantes de Aeronaves,radionavegantes de aeronaves,tech
31531063,Pilotos de Drones,pilotos de drones,tech
31541015,Controladores de Tráfico Aéreo,controladores de trafico aereo,tech
31541024,Instructores de Control de Tráfico Aéreo,instructores de control de trafico aereo,tech
31551018,Técnicos en Seguridad Aeronáutica,tecnicos en seguridad aeronautica,tech
31601018,Técnicos en Consumo,tecnicos en consumo,tech
31601029,Técnicos en Control de Calidad de Artesanía,tecnicos en control de calidad de artesania,tech
31601030,Técnicos en Control de Calidad de Soldadura (Fabricación de Construcciones Metálicas),tecnicos en control de calidad de soldadura (fabricacion de construcciones metalicas),tech
31601041,Técnicos en Control de Calidad en Industria Pesada y Construcciones Metálicas,tecnicos en control de calidad en industria pesada y construcciones metalicas,tech
31601052,Técnicos en Control de Calidad en Industrias Alimentarias,tecnicos en control de calidad en industrias alimentarias,tech
31601063,Técnicos en Control de Calidad en Industrias de Automoción,tecnicos en control de calidad en industrias de automocion,tech
31601074,Técnicos en Control de Calidad en Industrias de Fabricación de Equipos Electromecánicos,tecnicos en control de calidad en industrias de fabricacion de equipos electromecanicos,tech
31601085,Técnicos en Control de Calidad en Industrias de Madera y Corcho,tecnicos en control de calidad en industrias de madera y corcho,tech
31601096,Técnicos en Control de Calidad en Industrias de Manufacturas Diversas (Excepto Vidrio),tecnicos en control de calidad en industrias de manufacturas diversas (excepto vidrio),tech
31601104,Técnicos en Control de Calidad en Industrias de Piel y Cuero,tecnicos en control de calidad en industrias de piel y cuero,tech
31601115,Técnicos en Control de Calidad en Industrias del Vidrio,tecnicos en control de calidad en industrias del vidrio,tech
31601126,Técnicos en Control de Calidad en Industrias Gráficas,tecnicos en control de calidad en industrias graficas,tech
31601137,Técnicos en Control de Calidad en Industrias Químicas,tecnicos en control de calidad en industrias quimicas,tech
31601148,"Técnicos en Control de Calidad en Industrias Textil, en General","tecnicos en control de calidad en industrias textil, en general",tech
31601159,"Técnicos en Control de Calidad, en General","tecnicos en control de calidad, en general",tech
31601160,Técnicos en Implantación de Sistemas de Calidad,tecnicos en implantacion de sistemas de calidad,tech
32011014,Encargados en Instalaciones Mineras,encargados en instalaciones mineras,reforma
32011023,"Encargados, Capataces y/o Jefes de Equipo de Minas, Canteras o Salinas","encargados, capataces y/o jefes de equipo de minas, canteras o salinas",reforma
32011032,Vigilantes de Minas,vigilantes de minas,reforma
32021017,"Encargados de Obra Civil, en General","encargados de obra civil, en general",reforma
32021026,"Encargados de Obra de Edificación, en General","encargados de obra de edificacion, en general",reforma
32021035,Encargados y/o Jefes de Equipos de Taller de Montaje de Estructuras Metálicas,encargados y/o jefes de equipos de taller de montaje de estructuras metalicas,reforma
32021044,Jefes de Equipo de Obra,jefes de equipo de obra,reforma
32021053,Jefes de Equipo y/o Encargados de Pintores y Empapeladores,jefes de equipo y/o encargados de pintores y empapeladores,reforma
32021062,Jefes de Taller y/o Encargados de Trabajadores de Acabado de Edificios,jefes de taller y/o encargados de trabajadores de acabado de edificios,reforma
32031010,Encargados de Industrias Alimentarias,encargados de industrias alimentarias,reforma
32031029,Jefes de Equipo de Instalaciones para Elaborar Bebidas,jefes de equipo de instalaciones para elaborar bebidas,reforma
32031038,Jefes de Equipo de Instalaciones para Elaborar Productos Alimenticios,jefes de equipo de instalaciones para elaborar productos alimenticios,reforma
32031047,Jefes de Equipo en Instalaciones para Elaborar Tabaco,jefes de equipo en instalaciones para elaborar tabaco,reforma
32041013,Jefes de Equipo de Instalaciones de Tratamientos Químicos,jefes de equipo de instalaciones de tratamientos quimicos,reforma
32041022,Jefes de Equipo en Instalaciones para Fabricar Productos Farmacéuticos y Cosméticos,jefes de equipo en instalaciones para fabricar productos farmaceuticos y cosmeticos,reforma
32041031,"Jefes de Equipo en Instalaciones para Fabricar Productos Químicos, Excepto Farmacéuticos y Cosméticos","jefes de equipo en instalaciones para fabricar productos quimicos, excepto farmaceuticos y cosmeticos",reforma
32051016,"Jefes de Equipo en Instalaciones para Fabricar Productos de Caucho, Plástico o Material Sintético","jefes de equipo en instalaciones para fabricar productos de caucho, plastico o material sintetico",reforma
32061019,Encargados Taller de Tratamiento de Madera,encargados taller de tratamiento de madera,reforma
32061028,Jefes de Equipo de Montadores en Industrias de Productos de Madera,jefes de equipo de montadores en industrias de productos de madera,reforma
32061037,Jefes de Equipo en Instalaciones para Fabricar Papel,jefes de equipo en instalaciones para fabricar papel,reforma
32071012,Encargados de Taller de Encuadernación,encargados de taller de encuadernacion,reforma
32071021,Encargados de Taller de Imprenta,encargados de taller de imprenta,reforma
32071030,Encargados de Taller y/o de Turno de Fabricación de Productos de Papel y Cartón,encargados de taller y/o de turno de fabricacion de productos de papel y carton,reforma
32091018,Encargados de Aparado-Montaje y Finisaje de la Fabricación de Calzado,encargados de aparado-montaje y finisaje de la fabricacion de calzado,reforma
32091027,Encargados de Curtición,encargados de curticion,reforma
32091036,Encargados de Fabricación de Género de Punto,encargados de fabricacion de genero de punto,reforma
