code,name,name_normalized,sector_slug
72401040,"Parqueteros y/o Entarimadores, en General","parqueteros y/o entarimadores, en general",reforma
72401051,Pavimentadores con Adoquines,pavimentadores con adoquines,reforma
72401062,"Pulidores-Abrillantadores de Suelos, de Terrazo y Similares","pulidores-abrillantadores de suelos, de terrazo y similares",reforma
72401073,"Soladores-Alicatadores, en General","soladores-alicatadores, en general",reforma
72501018,Instaladores de Conducciones de Aire Acondicionado y Ventilación,instaladores de conducciones de aire acondicionado y ventilacion,reforma
72501029,Instaladores de Conducciones de Calefacción y Agua Caliente Sanitaria,instaladores de conducciones de calefaccion y agua caliente sanitaria,reforma
72501030,Instaladores-Ajustadores de Instalaciones de Refrigeración y Aire Acondicionado,instaladores-ajustadores de instalaciones de refrigeracion y aire acondicionado,reforma
72501041,Mecánicos Reparadores de Calefacciones,mecanicos reparadores de calefacciones,reforma
72501052,Mecánicos Reparadores de Equipos Industriales de Refrigeración y Climatización,mecanicos reparadores de equipos industriales de refrigeracion y climatizacion,reforma
72911019,"Techadores en Asfalto, Material Sintético y/o Similares","techadores en asfalto, material sintetico y/o similares",reforma
72911020,Techadores en Chapas y Placas,techadores en chapas y placas,reforma
72911031,Techadores en Pizarra,techadores en pizarra,reforma
72911042,Tejadores,tejadores,reforma
72921016,Instaladores de Aislamientos,instaladores de aislamientos,reforma
72931013,Cristaleros de Edificios,cristaleros de edificios,reforma
72931024,Cristaleros de Vidrieras,cristaleros de vidrieras,reforma
72931035,Instaladores de Lunas/Cristales en Vehículos,instaladores de lunas/cristales en vehiculos,reforma
72941010,Instaladores de Energía Solar por Tuberías,instaladores de energia solar por tuberias,reforma
72941021,Instaladores de Sistemas de Energía Solar Térmica,instaladores de sistemas de energia solar termica,reforma
72941032,Montadores de Placas de Energía Solar,montadores de placas de energia solar,reforma
72951013,"Limpiadores de Fachadas, en General","limpiadores de fachadas, en general",reforma
73111012,"Moldeadores-Macheros, a Mano (Fundición de Metales)","moldeadores-macheros, a mano (fundicion de metales)",oficios
73121015,"Cortadores de Metales por Plasma, a Mano","cortadores de metales por plasma, a mano",oficios
73121024,Operadores de Proyección Térmica,operadores de proyeccion termica,oficios
73121033,"Oxicortadores, a Mano","oxicortadores, a mano",oficios
73121042,Soldadores Aluminotermicos,soldadores aluminotermicos,oficios
73121051,Soldadores de Estructuras Metálicas Ligeras,soldadores de estructuras metalicas ligeras,oficios
73121060,Soldadores de Estructuras Metálicas Pesadas,soldadores de estructuras metalicas pesadas,oficios
73121071,Soldadores de Oxigas (Oxiacetilénica),soldadores de oxigas (oxiacetilenica),oficios
73121082,Soldadores de Tuberías y Recipientes de Alta Presión,soldadores de tuberias y recipientes de alta presion,oficios
73121093,Soldadores Manipuladores por Electroescoria,soldadores manipuladores por electroescoria,oficios
73121109,Soldadores Manipuladores por Electrogas,soldadores manipuladores por electrogas,oficios
73121118,"Soldadores por Arco Eléctrico, en General","soldadores por arco electrico, en general",oficios
73121127,Soldadores por Mig-Mag,soldadores por mig-mag,oficios
73121136,Soldadores por Resistencia Eléctrica,soldadores por resistencia electrica,oficios
73121145,Soldadores por Tig,soldadores por tig,oficios
73121154,Técnicos en Soldeo de Plásticos,tecnicos en soldeo de plasticos,oficios
73121163,Técnicos en Soldeo y Corte por Láser,tecnicos en soldeo y corte por laser,oficios
73121172,Técnicos en Unión por Adhesivos,tecnicos en union por adhesivos,oficios
73131018,Caldereros de Cobre y Aleaciones Ligeras,caldereros de cobre y aleaciones ligeras,oficios
73131027,Caldereros Industriales,caldereros industriales,oficios
73131036,Caldereros Navales,caldereros navales,oficios
73131045,Caldereros-Tuberos (Fabricación de Construcciones Metálicas),caldereros-tuberos (fabricacion de construcciones metalicas),oficios
73131054,Chapistas Industriales,chapistas industriales,oficios
73131063,Chapistas-Pintores de Vehículos,chapistas-pintores de vehiculos,oficios
73131072,Tuberos Industriales de Industria Pesada,tuberos industriales de industria pesada,oficios
73141011,Armadores de Blindaje de Buques,armadores de blindaje de buques,oficios
73141020,"Montadores de Grandes Estructuras Metálicas, en General","montadores de grandes estructuras metalicas, en general",oficios
73151014,Montadores-Instaladores de Aparatos de Elevación (Construcción),montadores-instaladores de aparatos de elevacion (construccion),oficios
73151023,"Montadores-Instaladores de Aparatos de Elevación, Excepto Construcción","montadores-instaladores de aparatos de elevacion, excepto construccion",oficios
73151032,Montadores-Instaladores de Ascensores,montadores-instaladores de ascensores,oficios
73151041,"Montadores-Instaladores de Cables, Cuerdas y/o Poleas","montadores-instaladores de cables, cuerdas y/o poleas",oficios
73211011,Forjadores-Estampadores en Prensa (Metales),forjadores-estampadores en prensa (metales),oficios
73211020,"Herreros Forjadores, en General","herreros forjadores, en general",oficios
73221014,"Armeros-Ajustadores, en General","armeros-ajustadores, en general",oficios
73221023,Cerrajeros,cerrajeros,oficios
73221032,Cuchilleros,cuchilleros,oficios
73221041,Matriceros-Moldistas de Metales,matriceros-moldistas de metales,oficios
73221050,Mecánicos-Ajustadores de Calibradores,mecanicos-ajustadores de calibradores,oficios
73221061,Mecánicos-Ajustadores de Modelos de Fundición,mecanicos-ajustadores de modelos de fundicion,oficios
73221072,Verificadores-Trazadores de Metales,verificadores-trazadores de metales,oficios
73231017,Alistadores/Acabadores y/o Verificadores de Joyería y Bisutería Industrial,alistadores/acabadores y/o verificadores de joyeria y bisuteria industrial,oficios
73231026,Operadores de Fabricación de Cremalleras y/o Remaches,operadores de fabricacion de cremalleras y/o remaches,oficios
73231035,"Operadores de Mantenimiento de Máquinas-Herramienta para Trabajar Metales, en General","operadores de mantenimiento de maquinas-herramienta para trabajar metales, en general",oficios
73231044,Operadores de Máquina Cepilladora-Limadora (Metales),operadores de maquina cepilladora-limadora (metales),oficios
73231053,Operadores de Máquina Cortadora de Metales,operadores de maquina cortadora de metales,oficios
73231062,Operadores de Máquina Entalladora de Embutir Metales,operadores de maquina entalladora de embutir metales,oficios
73231071,Operadores de Máquina Estampadora (Metales),operadores de maquina estampadora (metales),oficios
73231080,Operadores de Máquina Fresadora (Metales),operadores de maquina fresadora (metales),oficios
73231091,Operadores de Máquina Fresadora con Control Numérico (Metales),operadores de maquina fresadora con control numerico (metales),oficios
73231101,Operadores de Máquina Mandrinadora (Metales),operadores de maquina mandrinadora (metales),oficios
73231110,Operadores de Máquina Moldeadora (Metales),operadores de maquina moldeadora (metales),oficios
73231129,Operadores de Máquina Oxicortadora (Metales),operadores de maquina oxicortadora (metales),oficios
73231138,Operadores de Máquina Rectificadora (Metales),operadores de maquina rectificadora (metales),oficios
73231147,Operadores de Máquina Taladradora (Metales),operadores de maquina taladradora (metales),oficios
73231156,Operadores de Máquinas para Fabricar Juguetes Metálicos,operadores de maquinas para fabricar juguetes metalicos,oficios
73231165,Operadores de Máquinas para la Elaboración de Joyería y/o Bisutería Industrial,operadores de maquinas para la elaboracion de joyeria y/o bisuteria industrial,oficios
73231174,"Operadores de Máquinas-Herramienta de Labrar Metales, en General","operadores de maquinas-herramienta de labrar metales, en general",oficios
73231183,Operadores de Prensa Mecánica de Metales,operadores de prensa mecanica de metales,oficios
73231192,Operadores de Torno con Control Numérico (Metales),operadores de torno con control numerico (metales),oficios
73231204,"Operadores de Torno Universal, Automático y/o Revolver","operadores de torno universal, automatico y/o revolver",oficios
73231213,Operadores Torneros-Fresadores (Fabricación),operadores torneros-fresadores (fabricacion),oficios
73231222,"Preparadores-Ajustadores de Máquinas-Herramientas con C.N.C., para Trabajar Metales","preparadores-ajustadores de maquinas-herramientas con c.n.c., para trabajar metales",oficios
73231231,"Preparadores-Ajustadores de Máquinas-Herramientas para Trabajar Metales, en General","preparadores-ajustadores de maquinas-herramientas para trabajar metales, en general",oficios
73231240,Operadores de Centro de Mecanizado,operadores de centro de mecanizado,oficios
73241010,"Afiladores-Reparadores de Herramientas, en General","afiladores-reparadores de herramientas, en general",oficios
73241029,"Pulidores, Bruñidores-Limpiadores de Metales a Mano","pulidores, brunidores-limpiadores de metales a mano",oficios
74011016,"Encargados de Taller de Reparación y Mantenimiento de Vehículos de Motor, en General","encargados de taller de reparacion y mantenimiento de vehiculos de motor, en general",oficios
74011025,"Jefes de Equipo de Taller de Vehículos de Motor, en General","jefes de equipo de taller de vehiculos de motor, en general",oficios
74011034,"Mecánicos de Mantenimiento y Reparación de Automoción, en General","mecanicos de mantenimiento y reparacion de automocion, en general",oficios
74011043,"Mecánicos-Ajustadores de Camiones y Autobuses, en General","mecanicos-ajustadores de camiones y autobuses, en general",oficios
74011052,Mecánicos-Ajustadores de Motocicletas y Ciclomotores,mecanicos-ajustadores de motocicletas y ciclomotores,oficios
74011061,Mecánicos-Ajustadores de Motores de Gasolina en Vehículos,mecanicos-ajustadores de motores de gasolina en vehiculos,oficios
74011070,Mecánicos-Ajustadores de Motores Diesel (Vehículos),mecanicos-ajustadores de motores diesel (vehiculos),oficios
74011081,"Mecánicos-Ajustadores de Motores en Maquinaria Pesada, Agrícola y/o Industrial Autopropulsada","mecanicos-ajustadores de motores en maquinaria pesada, agricola y/o industrial autopropulsada",oficios
74011092,Mecánicos-Ajustadores de Motores en Vehículos Ferroviarios de Tracción,mecanicos-ajustadores de motores en vehiculos ferroviarios de traccion,oficios
74011100,Mecánicos-Ajustadores de Motores y Equipos de Inyección (Diesel y Gasolina),mecanicos-ajustadores de motores y equipos de inyeccion (diesel y gasolina),oficios
74011119,"Mecánicos-Ajustadores del Automóvil, en General (Turismos y Furgonetas)","mecanicos-ajustadores del automovil, en general (turismos y furgonetas)",oficios
74021019,Encargados de Taller de Reparación y Mantenimiento de Motores de Avión o Helicóptero,encargados de taller de reparacion y mantenimiento de motores de avion o helicoptero,oficios
74021028,Mecánicos de Mantenimiento y Reparación de Motores de Avión y Helicóptero,mecanicos de mantenimiento y reparacion de motores de avion y helicoptero,oficios
74021037,"Mecánicos-Ajustadores de Motores de Avión, en General","mecanicos-ajustadores de motores de avion, en general",oficios
74021046,Mecánicos-Ajustadores de Motores de Helicópteros,mecanicos-ajustadores de motores de helicopteros,oficios
74031012,Electromecánicos de Mantenimiento Industrial (Mantenimiento y Reparación General),electromecanicos de mantenimiento industrial (mantenimiento y reparacion general),oficios
74031021,Electromecánicos de Minas,electromecanicos de minas,oficios
74031030,"Encargados de Taller de Maquinaria Agrícola, en General","encargados de taller de maquinaria agricola, en general",oficios
74031049,"Encargados de Taller de Maquinaria Industrial, en General","encargados de taller de maquinaria industrial, en general",oficios
74031058,Encargados de Taller de Reparación y Mantenimiento de Maquinaria Pesada e Industrial Autopropulsada,encargados de taller de reparacion y mantenimiento de maquinaria pesada e industrial autopropulsada,oficios
74031067,Engrasadores de Máquinas y Motores (Excepto Barcos),engrasadores de maquinas y motores (excepto barcos),oficios
74031085,"Instaladores-Ajustadores de Máquinas y Equipos Industriales, en General","instaladores-ajustadores de maquinas y equipos industriales, en general",oficios
74031094,Instaladores-Ajustadores-Reparadores de Automatismos,instaladores-ajustadores-reparadores de automatismos,oficios
74031106,Jefes de Equipo de Taller de Maquinaria Pesada e Industrial Autopropulsada,jefes de equipo de taller de maquinaria pesada e industrial autopropulsada,oficios
74031115,"Jefes de Equipo en Taller de Maquinaria Industrial, en General","jefes de equipo en taller de maquinaria industrial, en general",oficios
74031124,Mecánicos de Mantenimiento de Centrales Eléctricas,mecanicos de mantenimiento de centrales electricas,oficios
74031133,Mecánicos de Mantenimiento de Edificios y Equipamientos Urbanos,mecanicos de mantenimiento de edificios y equipamientos urbanos,oficios
74031142,Mecánicos de Mantenimiento Industrial,mecanicos de mantenimiento industrial,oficios
74031160,"Mecánicos Reparadores de Maquinaria Agrícola, en General","mecanicos reparadores de maquinaria agricola, en general",oficios
74031179,"Mecánicos Reparadores de Maquinaria de Construcción, Movimiento de Tierras y/o Minería","mecanicos reparadores de maquinaria de construccion, movimiento de tierras y/o mineria",oficios
74031188,Mecánicos Reparadores de Maquinaria de Impresión,mecanicos reparadores de maquinaria de impresion,oficios
74031197,Mecánicos Reparadores de Maquinaria de Oficina,mecanicos reparadores de maquinaria de oficina,oficios
74031209,"Mecánicos Reparadores de Maquinaria Industrial, en General","mecanicos reparadores de maquinaria industrial, en general",oficios
74031218,Mecánicos Reparadores de Maquinaria Textil y Confección,mecanicos reparadores de maquinaria textil y confeccion,oficios
74031227,Mecánicos Reparadores de Máquinas Herramientas para el Trabajo en Metales,mecanicos reparadores de maquinas herramientas para el trabajo en metales,oficios
74031236,"Mecánicos-Ajustadores (de Motores) Diesel, Excepto Vehículos","mecanicos-ajustadores (de motores) diesel, excepto vehiculos",oficios
74031245,"Mecánicos-Ajustadores de Maquinaria Agrícola, en General","mecanicos-ajustadores de maquinaria agricola, en general",oficios
74031254,"Mecánicos-Ajustadores de Maquinaria Industrial, en General","mecanicos-ajustadores de maquinaria industrial, en general",oficios
74041015,Mecánicos-Ajustadores de Motores y Grupos Mecánicos Navales en Astilleros,mecanicos-ajustadores de motores y grupos mecanicos navales en astilleros,oficios
74051018,Mecánicos Reparadores de Bicicletas,mecanicos reparadores de bicicletas,oficios
75101015,Instaladores Electricistas de Edificios y Viviendas,instaladores electricistas de edificios y viviendas,oficios
75101024,Instaladores Electricistas Industriales,instaladores electricistas industriales,oficios
75101033,"Instaladores Electricistas, en General","instaladores electricistas, en general",oficios
75211017,Electricistas de Aviones,electricistas de aviones,oficios
75211026,Electricistas de Fabricación Industrial,electricistas de fabricacion industrial,oficios
75211035,Electricistas de Mantenimiento y Reparación de Electrodomésticos,electricistas de mantenimiento y reparacion de electrodomesticos,oficios
75211044,"Electricistas de Mantenimiento y Reparación de Equipos de Control, Medida y Precisión","electricistas de mantenimiento y reparacion de equipos de control, medida y precision",oficios
75211053,"Electricistas de Mantenimiento y Reparación de Motores, Dinamos y Transformadores","electricistas de mantenimiento y reparacion de motores, dinamos y transformadores",oficios
75211062,Electricistas de Mantenimiento y Reparación en Central Eléctrica,electricistas de mantenimiento y reparacion en central electrica,oficios
75211071,"Electricistas de Mantenimiento y Reparación, en General","electricistas de mantenimiento y reparacion, en general",oficios
75211080,Electricistas Navales,electricistas navales,oficios
75211091,"Electricistas y/o Electrónicos de Automoción, en General","electricistas y/o electronicos de automocion, en general",oficios
75211101,Instaladores de Sistemas Fotovoltaicos y Eólicos,instaladores de sistemas fotovoltaicos y eolicos,oficios
75211110,Jefes de Equipo de Taller de Equipos Eléctricos,jefes de equipo de taller de equipos electricos,oficios
75211129,Jefes de Equipo de Taller de Mantenimiento Mecánico,jefes de equipo de taller de mantenimiento mecanico,oficios
75211138,Jefes de Equipo en Taller Electromecánico,jefes de equipo en taller electromecanico,oficios
75211147,"Verificadores de Aparatos, Cuadros y Equipos Eléctricos","verificadores de aparatos, cuadros y equipos electricos",oficios
75211156,Mecánicos Reparadores de Ascensores y Similares,mecanicos reparadores de ascensores y similares,oficios
75221010,Empalmadores de Cables Eléctricos Aéreos y Subterráneos,empalmadores de cables electricos aereos y subterraneos,oficios
75221029,"Instaladores-Reparadores de Líneas de Energía Eléctrica, en General","instaladores-reparadores de lineas de energia electrica, en general",oficios
75221038,Instaladores-Reparadores de Líneas Eléctricas de Alta Tensión,instaladores-reparadores de lineas electricas de alta tension,oficios
75311016,Electrónicos de Mantenimiento y Reparación de Edificios y Equipamientos Urbanos,electronicos de mantenimiento y reparacion de edificios y equipamientos urbanos,oficios
75311025,Electrónicos de Mantenimiento y Reparación de Instalaciones de Refrigeración y Climatización,electronicos de mantenimiento y reparacion de instalaciones de refrigeracion y climatizacion,oficios
75311034,Electrónicos de Mantenimiento y Reparación de Instrumentos Musicales,electronicos de mantenimiento y reparacion de instrumentos musicales,oficios
75311043,Electrónicos de Mantenimiento y Reparación de Máquinas Recreativas,electronicos de mantenimiento y reparacion de maquinas recreativas,oficios
75311052,Electrónicos de Mantenimiento y Reparación de Receptores de Radio y Televisión,electronicos de mantenimiento y reparacion de receptores de radio y television,oficios
75311061,Electrónicos de Mantenimiento y Reparación de Sistemas de Seguridad,electronicos de mantenimiento y reparacion de sistemas de seguridad,oficios
75311070,Electrónicos de Mantenimiento y Reparación de Vídeo-Cámaras y Magnetoscopios,electronicos de mantenimiento y reparacion de video-camaras y magnetoscopios,oficios
75311081,Electrónicos de Mantenimiento y Reparación Industrial,electronicos de mantenimiento y reparacion industrial,oficios
75311092,Electrónicos-Ajustadores de Equipos de Sonido,electronicos-ajustadores de equipos de sonido,oficios
75311100,Electrónicos-Ajustadores de Instalaciones y Equipos Industriales,electronicos-ajustadores de instalaciones y equipos industriales,oficios
75311119,Instaladores de Equipos y Sistemas Electrónicos,instaladores de equipos y sistemas electronicos,oficios
75311128,Instaladores Electrónicos de Microsistemas,instaladores electronicos de microsistemas,oficios
75321019,Electrónicos-Ajustadores de Aparatos Médicos,electronicos-ajustadores de aparatos medicos,oficios
75321028,Electrónicos de Mantenimiento y Reparación de Equipos Ópticos,electronicos de mantenimiento y reparacion de equipos opticos,oficios
75331012,Electrónicos de Mantenimiento y Reparación de Equipos de Radar,electronicos de mantenimiento y reparacion de equipos de radar,oficios
75331030,Electrónicos-Ajustadores de Equipos de Telecomunicación,electronicos-ajustadores de equipos de telecomunicacion,oficios
75331049,Electrónicos-Ajustadores de Ordenadores y Microprocesadores,electronicos-ajustadores de ordenadores y microprocesadores,oficios
75331058,Instaladores de Equipos y Sistemas de Comunicación,instaladores de equipos y sistemas de comunicacion,oficios
75331067,Instaladores de Equipos y Sistemas de Telecomunicación,instaladores de equipos y sistemas de telecomunicacion,oficios
75331076,Instaladores de Líneas de Telecomunicación,instaladores de lineas de telecomunicacion,oficios
75331085,Instaladores-Reparadores de Antenas de Radio y Televisión,instaladores-reparadores de antenas de radio y television,oficios
75331094,Reparadores de Instalaciones y/o Equipos de Comunicación,reparadores de instalaciones y/o equipos de comunicacion,oficios
76111011,Constructores de Relojes,constructores de relojes,oficios
76111020,Mecánicos de Mantenimiento y Reparación de Instrumentos de Meteorología y/o Navegación,mecanicos de mantenimiento y reparacion de instrumentos de meteorologia y/o navegacion,oficios
76111039,"Mecánicos de Mantenimiento y Reparación de Instrumentos de Precisión, en General","mecanicos de mantenimiento y reparacion de instrumentos de precision, en general",oficios
76111048,Mecánicos-Ajustadores de Aparatos Ortopédicos,mecanicos-ajustadores de aparatos ortopedicos,oficios
76111057,Mecánicos-Ajustadores de Instrumentos de Óptica,mecanicos-ajustadores de instrumentos de optica,oficios
76111066,"Mecánicos-Ajustadores de Instrumentos de Precisión, en General","mecanicos-ajustadores de instrumentos de precision, en general",oficios
76111075,Relojeros Reparadores,relojeros reparadores,oficios
76121014,Afinadores de Instrumentos Musicales,afinadores de instrumentos musicales,oficios
76121023,Constructores de Instrumentos de Cuerda (Lutieres),constructores de instrumentos de cuerda (lutieres),oficios
76121032,Constructores de Otros Instrumentos Musicales (Excepto Pianos y Lutier),constructores de otros instrumentos musicales (excepto pianos y lutier),oficios
76121041,Constructores de Pianos,constructores de pianos,oficios
76121050,Reparadores-Mantenedores de Instrumentos Musicales,reparadores-mantenedores de instrumentos musicales,oficios
76131017,Esmaltadores Artesanales de Metales y/o Joyería,esmaltadores artesanales de metales y/o joyeria,oficios
76131026,Grabadores de Joyería y Platería,grabadores de joyeria y plateria,oficios
76131035,Joyeros de Bisutería,joyeros de bisuteria,oficios
76131044,"Joyeros, en General","joyeros, en general",oficios
76131053,Laminadores de Metales Preciosos,laminadores de metales preciosos,oficios
76131062,Orfebres,orfebres,oficios
76131071,Plateros,plateros,oficios
76131080,Talladores-Pulidores de Joyería,talladores-pulidores de joyeria,oficios
76141010,Alfareros-Ceramistas,alfareros-ceramistas,oficios
76141029,Azulejeros Artesanales,azulejeros artesanales,oficios
76141038,"Modelistas-Moldeadores de Cerámica (Porcelana, Loza, Barro y Gres)","modelistas-moldeadores de ceramica (porcelana, loza, barro y gres)",oficios
76141047,Montadores de Productos Cerámicos,montadores de productos ceramicos,oficios
76151013,Sopladores de Vidrio,sopladores de vidrio,oficios
76151022,"Trabajadores de la Fabricación de Vidrio Artístico, en General","trabajadores de la fabricacion de vidrio artistico, en general",oficios
76161016,Esmaltadores-Decoradores de Cerámica y Porcelana,esmaltadores-decoradores de ceramica y porcelana,oficios
76161025,Grabadores de Vidrio,grabadores de vidrio,oficios
76161034,Pintores-Decoradores de Figuras de Escayola y Similares,pintores-decoradores de figuras de escayola y similares,oficios
76161043,Pintores-Decoradores de Rótulos,pintores-decoradores de rotulos,oficios
76161052,Pintores-Decoradores de Vidrio,pintores-decoradores de vidrio,oficios
76161061,Pintores-Decoradores-Estampadores de Cerámica,pintores-decoradores-estampadores de ceramica,oficios
76161070,Serigrafistas de Vidrio,serigrafistas de vidrio,oficios
76161089,Tallistas de Vidrio y Cristal,tallistas de vidrio y cristal,oficios
76171019,"Artesanos de Artículos con Fibras Vegetales, en General","artesanos de articulos con fibras vegetales, en general",oficios
76171028,"Artesanos de Artículos de Madera, en General","artesanos de articulos de madera, en general",oficios
76171037,Artesanos de Juguetes de Madera y Similares,artesanos de juguetes de madera y similares,oficios
76171046,Artesanos Productores de Fallas y Similares,artesanos productores de fallas y similares,oficios
76171055,Cesteros,cesteros,oficios
76171064,Imagineros (Artesanía Madera),imagineros (artesania madera),oficios
76171073,Tejedores-Trenzadores de Fibras Vegetales,tejedores-trenzadores de fibras vegetales,oficios
76181012,"Artesanos del Cuero, en General (Excepto Calzado)","artesanos del cuero, en general (excepto calzado)",oficios
76181021,Boteros,boteros,oficios
76181030,Confeccionadores Artesanal de Alpargatas,confeccionadores artesanal de alpargatas,oficios
76181049,Encajeros de Bolillos,encajeros de bolillos,oficios
76181058,"Encajeros, a Mano","encajeros, a mano",oficios
76181067,Marroquineros Artesanales,marroquineros artesanales,oficios
76181076,"Pasamaneros, a Mano (Flecos, Cordones, Damascos)","pasamaneros, a mano (flecos, cordones, damascos)",oficios
76181085,Preparadores de Fibras para Hilatura,preparadores de fibras para hilatura,oficios
76181094,Procesadores-Hilador de Fibras,procesadores-hilador de fibras,oficios
76181106,Tejedores de Punto en Tricotosa Domestica Manual y Similares,tejedores de punto en tricotosa domestica manual y similares,oficios
76181115,"Tejedores de Redes, a Mano","tejedores de redes, a mano",oficios
76181124,"Tejedores en Telar Manual, en General","tejedores en telar manual, en general",oficios
76181133,Zurcidores de Tejidos (Fabricación Textil),zurcidores de tejidos (fabricacion textil),oficios
76191015,Artesanos Confeccionador de Figuras Plásticas,artesanos confeccionador de figuras plasticas,oficios
76191024,"Artesanos de Artículos de Marfil, Piedra y Otros","artesanos de articulos de marfil, piedra y otros",oficios
76191033,Artesanos de Artículos de Papel y Cartón,artesanos de articulos de papel y carton,oficios
76191042,Cereros,cereros,oficios
76191051,Montadores de Castillos de Pirotecnia,montadores de castillos de pirotecnia,oficios
76191060,Muñequeros Artesanales,munequeros artesanales,oficios
76191079,Pirotécnicos Artesanales,pirotecnicos artesanales,oficios
76211010,Confeccionadores de Cilindros de Huecograbado,confeccionadores de cilindros de huecograbado,oficios
76211029,Elaboradores de Pruebas (Preimpresión),elaboradores de pruebas (preimpresion),oficios
76211038,Electrotipistas y/o Galvanoplastas,electrotipistas y/o galvanoplastas,oficios
76211047,Escanistas (Reproducción Artes Gráficas),escanistas (reproduccion artes graficas),oficios
76211056,"Fotograbadores, en General","fotograbadores, en general",oficios
76211065,Grabadores con Pantógrafo (Reproducción Artes Gráficas),grabadores con pantografo (reproduccion artes graficas),oficios
76211074,"Grabadores de Clichés de Madera, Caucho y Linóleo, a Mano","grabadores de cliches de madera, caucho y linoleo, a mano",oficios
76211083,Grabadores de Imprenta al Aguafuerte,grabadores de imprenta al aguafuerte,oficios
76211092,Grabadores de Piedra Litográfica,grabadores de piedra litografica,oficios
76211104,Montadores-Insoladores-Pasadores de Planchas para Impresión en Offset y Flexografía,montadores-insoladores-pasadores de planchas para impresion en offset y flexografia,oficios
76211113,Montadores-Preparadores de la Forma Impresora (Preimpresión),montadores-preparadores de la forma impresora (preimpresion),oficios
76211122,Montadores-Retocadores de Fotolitos,montadores-retocadores de fotolitos,oficios
76211131,Trazadores-Montadores de Filmes y Textos (Reproducción Artes Gráficas),trazadores-montadores de filmes y textos (reproduccion artes graficas),oficios
76221013,Artesanos Impresores,artesanos impresores,oficios
76221022,Estampadores de Textiles,estampadores de textiles,oficios
76221031,Impresores de Serigrafía,impresores de serigrafia,oficios
76221040,Impresores Minervistas,impresores minervistas,oficios
76221059,Operadores de Máquina de Impresión de Papeles Pintados,operadores de maquina de impresion de papeles pintados,oficios
76221068,Operadores de Máquina de Impresión Tampográfica,operadores de maquina de impresion tampografica,oficios
76221077,Operadores de Máquina de Reprografía (Impresión Artes Gráficas),operadores de maquina de reprografia (impresion artes graficas),oficios
76221086,"Operadores de Máquina Impresora Calcografía, en General","operadores de maquina impresora calcografia, en general",oficios
76221095,"Operadores de Máquina Impresora de Flexografía, en General","operadores de maquina impresora de flexografia, en general",oficios
76221107,Operadores de Máquina Impresora de Formularios de Papel Continuo (Impresión Artes Gráficas),operadores de maquina impresora de formularios de papel continuo (impresion artes graficas),oficios
76221116,"Operadores de Máquina Impresora de Huecograbado, en General","operadores de maquina impresora de huecograbado, en general",oficios
76221125,Operadores de Máquina Impresora de Pequeño Formato (Impresión Artes Gráficas),operadores de maquina impresora de pequeno formato (impresion artes graficas),oficios
76221134,"Operadores de Máquina Impresora Offset, en General","operadores de maquina impresora offset, en general",oficios
76221143,Operadores de Prensa Litográfica (Impresión Artes Gráficas),operadores de prensa litografica (impresion artes graficas),oficios
76221152,Operadores de Prensa Planocilíndrica (Impresión Artes Gráficas),operadores de prensa planocilindrica (impresion artes graficas),oficios
76221161,Operadores de Prensa Rotograbado (Impresión Artes Gráficas),operadores de prensa rotograbado (impresion artes graficas),oficios
76221170,Pantallistas de Serigrafía en Industria Cerámica,pantallistas de serigrafia en industria ceramica,oficios
76231016,Encuadernadores-Restauradores Artesanal,encuadernadores-restauradores artesanal,oficios
76231025,"Operadores de Máquinas para Encuadernación Industrial, en General","operadores de maquinas para encuadernacion industrial, en general",oficios
77011015,Carniceros para la Venta en Comercio,carniceros para la venta en comercio,hosteleria
77011024,Chacineros-Charcuteros,chacineros-charcuteros,hosteleria
77011033,Elaboradores de Productos Cárnicos,elaboradores de productos carnicos,hosteleria
77011042,Matarifes de Aves y Conejos,matarifes de aves y conejos,hosteleria
77011051,"Matarifes-Carniceros, en General","matarifes-carniceros, en general",hosteleria
77011060,Preparadores de Jamones,preparadores de jamones,hosteleria
77021018,Cocedores de Pescados y Mariscos,cocedores de pescados y mariscos,hosteleria
77021027,Limpiadores-Preparadores de Pescado para Conservas,limpiadores-preparadores de pescado para conservas,hosteleria
77021036,Trabajadores en la Preparación de Pescado para Conservas,trabajadores en la preparacion de pescado para conservas,hosteleria
77031011,Churreros,churreros,hosteleria
77031020,Galleteros,galleteros,hosteleria
77031039,Panaderos,panaderos,hosteleria
77031048,Pasteleros,pasteleros,hosteleria
77031057,Trabajadores de la Elaboración de Caramelos y Dulces,trabajadores de la elaboracion de caramelos y dulces,hosteleria
77031066,Trabajadores de la Elaboración de Productos de Cacao y Chocolate,trabajadores de la elaboracion de productos de cacao y chocolate,hosteleria
77031075,Trabajadores de la Elaboración de Turrones y Mazapanes,trabajadores de la elaboracion de turrones y mazapanes,hosteleria
77031084,Turroneros Artesanales,turroneros artesanales,hosteleria
77041014,Heladeros-Elaboradores de Helados,heladeros-elaboradores de helados,hosteleria
77041023,Queseros,queseros,hosteleria
77041032,Trabajadores de la Elaboración de Productos Lácteos,trabajadores de la elaboracion de productos lacteos,hosteleria
77041041,Trabajadores del Tratamiento de la Leche,trabajadores del tratamiento de la leche,hosteleria
77051017,Almazareros,almazareros,hosteleria
77051026,Manipuladores de Frutas y Hortalizas,manipuladores de frutas y hortalizas,hosteleria
